_id,raw address,parse address
ObjectId("5e5342596b4808a7f1461a09"),PT MEINDO ELANG INDAH GEDUNG MENAR  JAKARTA PUSAT   10220,"{"nama_perusahaan":"PT MEINDO ELANG INDAH GEDUNG MENAR  ","kota":"JAKARTA PUSAT","kode_pos":"10220"}"
ObjectId("5e53425c6b4808a7f1461a0a"),KANTOR BAPETEN BADAN PENGAWAS TENA  JAKARTA PUSAT   10130,"{"nama_perusahaan":"KANTOR BAPETEN BADAN PENGAWAS TENA","kota":"JAKARTA PUSAT","kode_pos":"10130"}"
ObjectId("5e5342606b4808a7f1461a0b"),JL CEMPAKA WARNA RT 13 RW 4 NO 20   JAKARTA PUSAT   10570,"{"jalan":"JL CEMPAKA WARNA","lokalitas":"RT 13 RW 4","nomor_rumah":"NO 20","kota":"JAKARTA PUSAT","kode_pos":"10570"}"
ObjectId("5e5342636b4808a7f1461a0c"),JL PERCETAKAN NEGARA IV NO 11 SAMP  JAKARTA PUSAT   10560,"{"jalan":"JL PERCETAKAN NEGARA IV","nomor_rumah":"NO 11","desa":"SAMP","kota":"JAKARTA PUSAT","kode_pos":"10560"}"
ObjectId("5e5342666b4808a7f1461a0d"),PADEMANGAN 4 GG 19 NO 31 A RT 16 RW JAKARTA 14410,"{"lokalitas":"RT 16 RW","nomor_rumah":"NO 31 A","kota":"JAKARTA","kode_pos":"14410"}"
ObjectId("5e5342696b4808a7f1461a0e"),JL MADIUN NO 12 RT 2 RW 4 DISAMPIN  JAKARTA PUSAT   10310,"{"jalan":"JL MADIUN","nomor_rumah":"NO 12","lokalitas":"RT 2 RW 4","desa":"DISAMPIN","kota":"JAKARTA PUSAT","kode_pos":"10310"}"
ObjectId("5e53426d6b4808a7f1461a0f"),JL KALIBARU TIMUR 4 NO 136B KEL KE  JAKARTA PUSAT   10620,"{"jalan":"JL KALIBARU TIMUR 4","nomor_rumah":"NO 136B","desa":"KEL KE  ","kota":"JAKARTA PUSAT","kode_pos":"10620"}"
ObjectId("5e5342706b4808a7f1461a10"),RS ISLAM JAKARTA SUKAPURA, KEL SUKA  14140,"{"nama_perusahaan":"RS ISLAM JAKARTA SUKAPURA","desa":"KEL SUKA","kode_pos":"14140"}"
ObjectId("5e5342746b4808a7f1461a11"),JL. GANG SONGSI I DALAM RT05 RW06 KOTA ADM. JAKARTA BARAT  11210 11210,"{"jalan":"JL. GANG SONGSI I DALAM","lokalitas":"RT05 RW06","lainnya":"KOTA ADM.","kota":"JAKARTA BARAT","kode_pos":"11210"}"
ObjectId("5e5342776b4808a7f1461a12"),JL. PESANGGRAHAN DEKAT TOL, DEKAT P KOTA ADM. JAKARTA UTARA  14410 14410,"{"jalan":"JL. PESANGGRAHAN DEKAT TOL, DEKAT P KOTA ADM.","kabupaten":"JAKARTA UTARA","kode_pos":"14410","postal_code":"14410"}"
ObjectId("5e53427b6b4808a7f1461a13"),KP CIHAMPELAS RT 2 RW 5 KAB. BANDUNG  40384 40384,"{"lokalitas":"RT 2 RW 5","kabupaten":"KAB. BANDUNG","kode_pos":"40384","postal_code":"40384"}"
ObjectId("5e53427e6b4808a7f1461a14"),BLOK CILUWUNG RT 4 RW 5 KEL KEDUNG  CIREBON   45161,"{"nomor_rumah":"BLOK CILUWUNG","lokalitas":"RT 4 RW 5","desa":"KEL KEDUNG","distrik":"CIREBON","kode_pos":"45161"}"
ObjectId("5e5342826b4808a7f1461a15"),JL TOLE ISKANDAR GG KOBLAK, KP CIPA  16412,"{"jalan":"JL TOLE ISKANDAR","lokalitas":"GG KOBLAK","kode_pos":"16412"}"
ObjectId("5e5342856b4808a7f1461a16"),GD TIGARAKSA JL SOEKARNO HATTA NO 6  40286,"{"nama_perusahaan":"GD TIGARAKSA","jalan":"JL SOEKARNO HATTA","nomor_rumah":"NO 6","kode_pos":"40286"}"
